Time of Day,Process Name,PID,Operation,Path,Result,Detail
44:58.4,1.exe,4080,CreateFile,C:\Users\vegetable\Desktop\msxml3.dll,NAME NOT FOUND,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
44:58.4,1.exe,4080,CreateFile,C:\Windows\SysWOW64\msxml3.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.4,1.exe,4080,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\Msxml30,NAME NOT FOUND,Desired Access: Query Value
44:58.4,1.exe,4080,CreateFile,C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-CN_18362.16.53.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-CN\KernelBase.dll.mui,SUCCESS,"Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.4,1.exe,4080,CreateFile,C:\Windows\SysWOW64\msxml3r.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.5,1.exe,4080,CreateFile,C:\Users\vegetable\AppData\Local\Microsoft\Windows Media\12.0\WMSDKNSD.XML,NAME NOT FOUND,"Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
44:58.5,1.exe,4080,CreateFile,C:\Users\vegetable\AppData\Local\Microsoft\Windows Media\12.0\WMSDKNSR.XML,NAME NOT FOUND,"Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
44:58.5,1.exe,4080,CreateFile,C:\Users\vegetable\AppData\Local\Microsoft\Windows Media\12.0\WMSDKNS.XML.bak,NAME NOT FOUND,"Desired Access: Read Attributes, Delete, Disposition: Open, Options: Non-Directory File, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
44:58.5,1.exe,4080,RegOpenKey,HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\System,REPARSE,Desired Access: Query Value
44:58.5,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\Policies\Microsoft\Windows\System,SUCCESS,Desired Access: Query Value
44:58.5,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\Policies\Microsoft\Windows\System\CopyFileBufferedSynchronousIo,NAME NOT FOUND,Length: 20
44:58.5,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\Policies\Microsoft\Windows\System\CopyFileChunkSize,NAME NOT FOUND,Length: 20
44:58.5,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\Policies\Microsoft\Windows\System\CopyFileOverlappedCount,NAME NOT FOUND,Length: 20
44:58.5,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace\FlushInterval,NAME NOT FOUND,Length: 16
44:58.5,1.exe,4080,Load Image,C:\Windows\SysWOW64\ws2_32.dll,SUCCESS,"Image Base: 0x767b0000, Image Size: 0x5e000"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Control\WMI\Security\d0f1a5c6-fc43-48ae-99bf-efb1c38be9d1,NAME NOT FOUND,Length: 528
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters,REPARSE,Desired Access: All Access
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\WinSock_Registry_Version,BUFFER OVERFLOW,Length: 16
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\AppId_Catalog,SUCCESS,Desired Access: Read
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\AppId_Catalog\332DD8EE,NAME NOT FOUND,Desired Access: Read
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Callout,BUFFER OVERFLOW,Length: 12
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9,SUCCESS,"Desired Access: Maximum Allowed, Granted Access: Read"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Serial_Access_Num,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 11"
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\0000000B,NAME NOT FOUND,Desired Access: Read
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Next_Catalog_Entry_ID,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 1015"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Num_Catalog_Entries,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 14"
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries,SUCCESS,"Desired Access: Maximum Allowed, Granted Access: Read"
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000001,SUCCESS,Desired Access: Read
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000001\PackedCatalogItem,BUFFER OVERFLOW,Length: 144
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000002,SUCCESS,Desired Access: Read
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000002\PackedCatalogItem,BUFFER OVERFLOW,Length: 144
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000003,SUCCESS,Desired Access: Read
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000003\PackedCatalogItem,BUFFER OVERFLOW,Length: 144
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000004,SUCCESS,Desired Access: Read
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000004\PackedCatalogItem,BUFFER OVERFLOW,Length: 144
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000005,SUCCESS,Desired Access: Read
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000005\PackedCatalogItem,BUFFER OVERFLOW,Length: 144
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000006,SUCCESS,Desired Access: Read
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000006\PackedCatalogItem,BUFFER OVERFLOW,Length: 144
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000007,SUCCESS,Desired Access: Read
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000007\PackedCatalogItem,BUFFER OVERFLOW,Length: 144
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000008,SUCCESS,Desired Access: Read
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000008\PackedCatalogItem,BUFFER OVERFLOW,Length: 144
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000009,SUCCESS,Desired Access: Read
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000009\PackedCatalogItem,BUFFER OVERFLOW,Length: 144
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000010,SUCCESS,Desired Access: Read
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000010\PackedCatalogItem,BUFFER OVERFLOW,Length: 144
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000011,SUCCESS,Desired Access: Read
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000011\PackedCatalogItem,BUFFER OVERFLOW,Length: 144
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000012,SUCCESS,Desired Access: Read
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000012\PackedCatalogItem,BUFFER OVERFLOW,Length: 144
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000013,SUCCESS,Desired Access: Read
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000013\PackedCatalogItem,BUFFER OVERFLOW,Length: 144
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000014,SUCCESS,Desired Access: Read
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000014\PackedCatalogItem,BUFFER OVERFLOW,Length: 144
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5,SUCCESS,"Desired Access: Maximum Allowed, Granted Access: Read"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Serial_Access_Num,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 22"
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\00000016,NAME NOT FOUND,Desired Access: Read
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Num_Catalog_Entries,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 7"
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries,SUCCESS,"Desired Access: Maximum Allowed, Granted Access: Read"
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000001,SUCCESS,Desired Access: Read
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000001\LibraryPath,SUCCESS,"Type: REG_SZ, Length: 68, Data: %SystemRoot%\system32\napinsp.dll"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000001\DisplayString,BUFFER OVERFLOW,Length: 12
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000001\ProviderId,SUCCESS,"Type: REG_BINARY, Length: 16, Data: A2 CB 4A 96 BC B2 EB 40 8C 6A A6 DB 40 16 1C AE"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000001\AddressFamily,NAME NOT FOUND,Length: 16
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000001\SupportedNameSpace,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 37"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000001\Enabled,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 1"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000001\Version,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000001\StoresServiceClassInfo,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000001\ProviderInfo,SUCCESS,"Type: REG_BINARY, Length: 0"
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000002,SUCCESS,Desired Access: Read
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000002\LibraryPath,SUCCESS,"Type: REG_SZ, Length: 68, Data: %SystemRoot%\system32\pnrpnsp.dll"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000002\DisplayString,BUFFER OVERFLOW,Length: 12
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000002\ProviderId,SUCCESS,"Type: REG_BINARY, Length: 16, Data: CE 89 FE 03 6D 76 76 49 B9 C1 BB 9B C4 2C 7B 4D"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000002\AddressFamily,NAME NOT FOUND,Length: 16
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000002\SupportedNameSpace,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 39"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000002\Enabled,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 1"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000002\Version,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000002\StoresServiceClassInfo,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000002\ProviderInfo,SUCCESS,"Type: REG_BINARY, Length: 0"
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000003,SUCCESS,Desired Access: Read
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000003\LibraryPath,SUCCESS,"Type: REG_SZ, Length: 68, Data: %SystemRoot%\system32\pnrpnsp.dll"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000003\DisplayString,BUFFER OVERFLOW,Length: 12
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000003\ProviderId,SUCCESS,"Type: REG_BINARY, Length: 16, Data: CD 89 FE 03 6D 76 76 49 B9 C1 BB 9B C4 2C 7B 4D"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000003\AddressFamily,NAME NOT FOUND,Length: 16
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000003\SupportedNameSpace,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 38"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000003\Enabled,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 1"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000003\Version,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000003\StoresServiceClassInfo,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000003\ProviderInfo,SUCCESS,"Type: REG_BINARY, Length: 0"
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000004,SUCCESS,Desired Access: Read
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000004\LibraryPath,SUCCESS,"Type: REG_SZ, Length: 68, Data: %SystemRoot%\System32\mswsock.dll"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000004\DisplayString,BUFFER OVERFLOW,Length: 12
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000004\ProviderId,SUCCESS,"Type: REG_BINARY, Length: 16, Data: 40 9D 05 22 9E 7E CF 11 AE 5A 00 AA 00 A7 11 2B"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000004\AddressFamily,NAME NOT FOUND,Length: 16
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000004\SupportedNameSpace,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 12"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000004\Enabled,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 1"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000004\Version,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000004\StoresServiceClassInfo,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000004\ProviderInfo,SUCCESS,"Type: REG_BINARY, Length: 0"
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000005,SUCCESS,Desired Access: Read
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000005\LibraryPath,SUCCESS,"Type: REG_SZ, Length: 66, Data: %SystemRoot%\System32\winrnr.dll"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000005\DisplayString,BUFFER OVERFLOW,Length: 12
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000005\ProviderId,SUCCESS,"Type: REG_BINARY, Length: 16, Data: EE 37 26 3B 80 E5 CF 11 A5 55 00 C0 4F D8 D4 AC"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000005\AddressFamily,NAME NOT FOUND,Length: 16
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000005\SupportedNameSpace,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 32"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000005\Enabled,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 1"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000005\Version,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000005\StoresServiceClassInfo,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000005\ProviderInfo,SUCCESS,"Type: REG_BINARY, Length: 0"
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000006,SUCCESS,Desired Access: Read
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000006\LibraryPath,SUCCESS,"Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\NLAapi.dll"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000006\DisplayString,BUFFER OVERFLOW,Length: 12
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000006\ProviderId,SUCCESS,"Type: REG_BINARY, Length: 16, Data: 3A 24 42 66 A8 3B A6 4A BA A5 2E 0B D7 1F DD 83"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000006\AddressFamily,NAME NOT FOUND,Length: 16
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000006\SupportedNameSpace,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 15"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000006\Enabled,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 1"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000006\Version,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000006\StoresServiceClassInfo,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000006\ProviderInfo,SUCCESS,"Type: REG_BINARY, Length: 0"
44:58.5,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000007,SUCCESS,Desired Access: Read
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000007\LibraryPath,SUCCESS,"Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\wshbth.dll"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000007\DisplayString,BUFFER OVERFLOW,Length: 12
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000007\ProviderId,SUCCESS,"Type: REG_BINARY, Length: 16, Data: E0 63 AA 06 60 7D FF 41 AF B2 3E E6 D2 D9 39 2D"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000007\AddressFamily,NAME NOT FOUND,Length: 16
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000007\SupportedNameSpace,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 16"
44:58.5,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000007\Enabled,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 1"
