Time of Day,Process Name,PID,Operation,Path,Result,Detail
47:58.5,1.exe,4296,RegQueryKey,HKLM,SUCCESS,"Query: HandleTags, HandleTags: 0x0"
47:58.5,1.exe,4296,RegQueryKey,HKLM,SUCCESS,Query: Name
47:58.5,1.exe,4296,RegQueryKey,HKLM,SUCCESS,"Query: HandleTags, HandleTags: 0x0"
47:58.5,1.exe,4296,RegQueryKey,HKLM,SUCCESS,Query: Name
47:58.5,1.exe,4296,RegQueryKey,HKLM,SUCCESS,"Query: HandleTags, HandleTags: 0x0"
47:58.5,1.exe,4296,RegQueryKey,HKLM,SUCCESS,Query: Name
47:58.5,1.exe,4296,RegQueryKey,HKLM,SUCCESS,"Query: HandleTags, HandleTags: 0x0"
47:58.5,1.exe,4296,RegQueryKey,HKLM,SUCCESS,Query: Name
47:59.3,1.exe,4296,RegQueryKey,HKLM,SUCCESS,"Query: HandleTags, HandleTags: 0x0"
47:59.3,1.exe,4296,RegQueryKey,HKLM,SUCCESS,Query: Name
47:59.3,1.exe,4296,RegQueryKey,HKLM,SUCCESS,"Query: HandleTags, HandleTags: 0x0"
47:59.3,1.exe,4296,RegQueryKey,HKLM,SUCCESS,Query: Name
47:59.3,1.exe,4296,RegQueryKey,HKLM,SUCCESS,"Query: HandleTags, HandleTags: 0x0"
47:59.3,1.exe,4296,RegQueryKey,HKLM,SUCCESS,Query: Name
47:59.4,1.exe,4296,RegQueryKey,HKLM,SUCCESS,"Query: HandleTags, HandleTags: 0x0"
47:59.4,1.exe,4296,RegQueryKey,HKLM,SUCCESS,Query: Name
48:01.5,1.exe,4296,RegQueryKey,HKLM,SUCCESS,"Query: HandleTags, HandleTags: 0x0"
48:01.5,1.exe,4296,RegQueryKey,HKLM,SUCCESS,Query: Name
48:01.5,1.exe,4296,RegQueryKey,HKLM,SUCCESS,"Query: HandleTags, HandleTags: 0x0"
48:01.5,1.exe,4296,RegQueryKey,HKLM,SUCCESS,Query: Name
48:01.5,1.exe,4296,RegQueryKey,HKLM,SUCCESS,"Query: HandleTags, HandleTags: 0x0"
48:01.5,1.exe,4296,RegQueryKey,HKLM,SUCCESS,Query: Name
48:02.1,1.exe,4296,RegQueryKey,HKLM,SUCCESS,"Query: HandleTags, HandleTags: 0x0"
48:02.1,1.exe,4296,RegQueryKey,HKLM,SUCCESS,Query: Name
48:02.1,1.exe,4296,RegQueryKey,HKLM,SUCCESS,"Query: HandleTags, HandleTags: 0x0"
48:02.1,1.exe,4296,RegQueryKey,HKLM,SUCCESS,Query: Name
48:02.6,1.exe,4296,RegCloseKey,HKLM,SUCCESS,
48:03.8,1.exe,4296,RegCloseKey,HKLM,SUCCESS,
47:58.2,1.exe,4296,RegOpenKey,HKCU\Software\Policies\Microsoft\WindowsMediaPlayer\Protocols\RTSP,NAME NOT FOUND,Desired Access: Read
47:58.0,1.exe,4296,RegOpenKey,HKCU\Software\Policies\Microsoft\WindowsMediaPlayer\Protocols\HTTP,NAME NOT FOUND,Desired Access: Read
47:58.0,1.exe,4296,RegOpenKey,HKCU\Software\Policies\Microsoft\WindowsMediaPlayer\Protocols\,NAME NOT FOUND,Desired Access: Read
47:58.0,1.exe,4296,RegOpenKey,HKCU\Software\Policies\Microsoft\WindowsMediaPlayer\Protocols\,NAME NOT FOUND,Desired Access: Read
47:58.0,1.exe,4296,RegOpenKey,HKCU\Software\Policies\Microsoft\WindowsMediaPlayer\,NAME NOT FOUND,Desired Access: Read
47:57.3,1.exe,4296,RegOpenKey,HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers,NAME NOT FOUND,Desired Access: Query Value
47:58.6,1.exe,4296,RegOpenKey,HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers,NAME NOT FOUND,Desired Access: Query Value
47:58.1,1.exe,4296,RegOpenKey,HKCU\Software\Policies\Microsoft\Windows\Explorer,NAME NOT FOUND,Desired Access: Query Value
47:57.3,1.exe,4296,RegOpenKey,HKCU\Software\Policies\Microsoft\Windows\Control Panel\Desktop,NAME NOT FOUND,Desired Access: Read
47:57.3,1.exe,4296,RegOpenKey,HKCU\Software\Policies\Microsoft\Control Panel\Desktop,NAME NOT FOUND,Desired Access: Read
47:57.3,1.exe,4296,RegOpenKey,HKCU\Software\Policies\Microsoft\Control Panel\Desktop,NAME NOT FOUND,Desired Access: Read
47:57.6,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows\CurrentVersion\Themes\Personalize\AppsUseLightTheme,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 1"
47:57.6,1.exe,4296,RegOpenKey,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize,SUCCESS,Desired Access: Query Value
47:57.6,1.exe,4296,RegSetInfoKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Themes\Personalize,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:57.6,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Themes\Personalize,SUCCESS,
48:01.5,1.exe,4296,RegSetValue,HKCU\Software\Microsoft\Windows\CurrentVersion\Run\2019,SUCCESS,"Type: REG_SZ, Length: 54, Data: C:\Windows\2019.exe hcurun"
48:01.5,1.exe,4296,RegCreateKey,HKCU\Software\Microsoft\windows\CurrentVersion\Run,SUCCESS,"Desired Access: Set Value, Disposition: REG_OPENED_EXISTING_KEY"
48:01.5,1.exe,4296,RegSetInfoKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
48:01.5,1.exe,4296,RegQueryKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,SUCCESS,"Query: HandleTags, HandleTags: 0x400"
48:01.7,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,SUCCESS,
47:59.6,1.exe,4296,RegSetValue,HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\System\DisableTaskMgr,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 1"
47:59.6,1.exe,4296,RegSetValue,HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\System\DisableRegistryTools,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 1"
47:59.6,1.exe,4296,RegCreateKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\System,SUCCESS,"Desired Access: Set Value, Disposition: REG_CREATED_NEW_KEY"
47:59.6,1.exe,4296,RegSetInfoKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\System,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:59.6,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\System,SUCCESS,
47:59.6,1.exe,4296,RegCreateKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\System,SUCCESS,"Desired Access: Set Value, Disposition: REG_OPENED_EXISTING_KEY"
47:59.6,1.exe,4296,RegSetInfoKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\System,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:59.6,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\System,SUCCESS,
47:59.6,1.exe,4296,RegSetValue,HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoFolderOptions,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 1"
47:59.6,1.exe,4296,RegCreateKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer,SUCCESS,"Desired Access: Set Value, Disposition: REG_CREATED_NEW_KEY"
47:59.6,1.exe,4296,RegSetInfoKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:59.6,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer,SUCCESS,
47:58.2,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\EnableNegotiate,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 1"
47:58.2,1.exe,4296,RegOpenKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings,SUCCESS,Desired Access: Read
47:58.2,1.exe,4296,RegSetInfoKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:58.2,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings,SUCCESS,
47:58.1,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders\Local AppData,SUCCESS,"Type: REG_EXPAND_SZ, Length: 56, Data: %USERPROFILE%\AppData\Local"
47:58.1,1.exe,4296,RegOpenKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,SUCCESS,Desired Access: Read
47:58.1,1.exe,4296,RegSetInfoKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:58.1,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,SUCCESS,
47:57.3,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache,SUCCESS,"Type: REG_SZ, Length: 122, Data: C:\Users\vegetable\AppData\Local\Microsoft\Windows\INetCache"
47:57.3,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache,SUCCESS,"Type: REG_SZ, Length: 122, Data: C:\Users\vegetable\AppData\Local\Microsoft\Windows\INetCache"
47:57.3,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache,SUCCESS,"Type: REG_SZ, Length: 122, Data: C:\Users\vegetable\AppData\Local\Microsoft\Windows\INetCache"
47:58.6,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache,SUCCESS,"Type: REG_SZ, Length: 122, Data: C:\Users\vegetable\AppData\Local\Microsoft\Windows\INetCache"
47:59.7,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache,SUCCESS,"Type: REG_SZ, Length: 122, Data: C:\Users\vegetable\AppData\Local\Microsoft\Windows\INetCache"
47:59.7,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache,SUCCESS,"Type: REG_SZ, Length: 122, Data: C:\Users\vegetable\AppData\Local\Microsoft\Windows\INetCache"
47:59.7,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache,SUCCESS,"Type: REG_SZ, Length: 122, Data: C:\Users\vegetable\AppData\Local\Microsoft\Windows\INetCache"
47:57.3,1.exe,4296,RegOpenKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders,SUCCESS,Desired Access: Query Value
47:57.3,1.exe,4296,RegSetInfoKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:57.3,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders,SUCCESS,
47:57.3,1.exe,4296,RegOpenKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders,SUCCESS,Desired Access: Query Value
47:57.3,1.exe,4296,RegSetInfoKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:57.3,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders,SUCCESS,
47:57.3,1.exe,4296,RegOpenKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders,SUCCESS,Desired Access: Query Value
47:57.3,1.exe,4296,RegSetInfoKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:57.3,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders,SUCCESS,
47:58.6,1.exe,4296,RegOpenKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders,SUCCESS,Desired Access: Query Value
47:58.6,1.exe,4296,RegSetInfoKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:58.6,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders,SUCCESS,
47:59.7,1.exe,4296,RegOpenKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders,SUCCESS,Desired Access: Query Value
47:59.7,1.exe,4296,RegSetInfoKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:59.7,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders,SUCCESS,
47:59.7,1.exe,4296,RegOpenKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders,SUCCESS,Desired Access: Query Value
47:59.7,1.exe,4296,RegSetInfoKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:59.7,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders,SUCCESS,
47:59.7,1.exe,4296,RegOpenKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders,SUCCESS,Desired Access: Query Value
47:59.7,1.exe,4296,RegSetInfoKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:59.7,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders,SUCCESS,
47:58.1,1.exe,4296,RegOpenKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\SessionInfo\1\KnownFolders,NAME NOT FOUND,Desired Access: Query Value
47:58.1,1.exe,4296,RegOpenKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\SessionInfo\1,SUCCESS,Desired Access: Query Value
47:58.1,1.exe,4296,RegQueryKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\SessionInfo\1,SUCCESS,"Query: HandleTags, HandleTags: 0x400"
47:58.1,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\SessionInfo\1,SUCCESS,
47:59.6,1.exe,4296,RegSetValue,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced\HideFileExt,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 1"
47:59.6,1.exe,4296,RegSetValue,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced\Hidden,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
47:59.6,1.exe,4296,RegCreateKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced,SUCCESS,"Desired Access: Set Value, Disposition: REG_OPENED_EXISTING_KEY"
47:59.6,1.exe,4296,RegSetInfoKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:59.6,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced,SUCCESS,
47:59.6,1.exe,4296,RegCreateKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced,SUCCESS,"Desired Access: Set Value, Disposition: REG_OPENED_EXISTING_KEY"
47:59.6,1.exe,4296,RegSetInfoKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:59.6,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced,SUCCESS,
47:58.1,1.exe,4296,RegOpenKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer,SUCCESS,Desired Access: Query Value
47:58.1,1.exe,4296,RegSetInfoKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:58.1,1.exe,4296,RegQueryKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer,SUCCESS,"Query: HandleTags, HandleTags: 0x400"
48:03.9,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer,SUCCESS,
47:58.6,1.exe,4296,RegOpenKey,HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers,NAME NOT FOUND,Desired Access: Query Value
47:58.6,1.exe,4296,RegOpenKey,HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers,NAME NOT FOUND,Desired Access: Read
47:59.7,1.exe,4296,RegOpenKey,HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers,NAME NOT FOUND,Desired Access: Query Value
47:59.7,1.exe,4296,RegOpenKey,HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers,NAME NOT FOUND,Desired Access: Read
47:58.6,1.exe,4296,RegOpenKey,HKCU\Software\Microsoft\Windows NT\CurrentVersion,SUCCESS,Desired Access: Enumerate Sub Keys
47:58.6,1.exe,4296,RegSetInfoKey,HKCU\Software\Microsoft\Windows NT\CurrentVersion,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:58.6,1.exe,4296,RegQueryKey,HKCU\Software\Microsoft\Windows NT\CurrentVersion,SUCCESS,"Query: HandleTags, HandleTags: 0x400"
47:59.7,1.exe,4296,RegQueryKey,HKCU\Software\Microsoft\Windows NT\CurrentVersion,SUCCESS,"Query: HandleTags, HandleTags: 0x400"
48:03.9,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows NT\CurrentVersion,SUCCESS,
47:58.1,1.exe,4296,RegSetValue,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace\RemoteDelta,SUCCESS,"Type: REG_SZ, Length: 150, Data: C:\Users\vegetable\AppData\Local\Microsoft\Windows Media\12.0\WMSDKNSR.XML"
47:58.1,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace\RemoteDelta,BUFFER OVERFLOW,Length: 12
47:58.1,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace\RemoteDelta,BUFFER OVERFLOW,Length: 144
47:58.1,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace\RemoteDelta,SUCCESS,"Type: REG_SZ, Length: 150, Data: C:\Users\vegetable\AppData\Local\Microsoft\Windows Media\12.0\WMSDKNSR.XML"
47:58.1,1.exe,4296,RegSetValue,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace\LocalDelta,SUCCESS,"Type: REG_SZ, Length: 150, Data: C:\Users\vegetable\AppData\Local\Microsoft\Windows Media\12.0\WMSDKNSD.XML"
47:58.1,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace\LocalDelta,BUFFER OVERFLOW,Length: 12
47:58.1,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace\LocalDelta,BUFFER OVERFLOW,Length: 144
47:58.1,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace\LocalDelta,SUCCESS,"Type: REG_SZ, Length: 150, Data: C:\Users\vegetable\AppData\Local\Microsoft\Windows Media\12.0\WMSDKNSD.XML"
47:58.1,1.exe,4296,RegSetValue,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace\LocalBase,SUCCESS,"Type: REG_SZ, Length: 148, Data: C:\Users\vegetable\AppData\Local\Microsoft\Windows Media\12.0\WMSDKNS.XML"
47:58.1,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace\LocalBase,BUFFER OVERFLOW,Length: 12
47:58.1,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace\LocalBase,BUFFER OVERFLOW,Length: 144
47:58.1,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace\LocalBase,SUCCESS,"Type: REG_SZ, Length: 148, Data: C:\Users\vegetable\AppData\Local\Microsoft\Windows Media\12.0\WMSDKNS.XML"
47:58.2,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace\FlushInterval,NAME NOT FOUND,Length: 16
47:58.1,1.exe,4296,RegSetValue,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace\DTDFile,SUCCESS,"Type: REG_SZ, Length: 148, Data: C:\Users\vegetable\AppData\Local\Microsoft\Windows Media\12.0\WMSDKNS.DTD"
47:58.1,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace\DTDFile,BUFFER OVERFLOW,Length: 12
47:58.1,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace\DTDFile,BUFFER OVERFLOW,Length: 144
47:58.1,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace\DTDFile,SUCCESS,"Type: REG_SZ, Length: 148, Data: C:\Users\vegetable\AppData\Local\Microsoft\Windows Media\12.0\WMSDKNS.DTD"
47:58.1,1.exe,4296,RegCreateKey,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace,SUCCESS,"Desired Access: Read/Write, Disposition: REG_CREATED_NEW_KEY"
47:58.1,1.exe,4296,RegSetInfoKey,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:58.1,1.exe,4296,RegQueryKey,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace,SUCCESS,"Query: HandleTags, HandleTags: 0x400"
47:58.1,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace,SUCCESS,
47:58.1,1.exe,4296,RegCreateKey,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace,SUCCESS,"Desired Access: Read/Write, Disposition: REG_OPENED_EXISTING_KEY"
47:58.1,1.exe,4296,RegSetInfoKey,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:58.1,1.exe,4296,RegQueryKey,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace,SUCCESS,"Query: HandleTags, HandleTags: 0x400"
47:58.1,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace,SUCCESS,
47:58.1,1.exe,4296,RegCreateKey,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace,SUCCESS,"Desired Access: Read/Write, Disposition: REG_OPENED_EXISTING_KEY"
47:58.1,1.exe,4296,RegSetInfoKey,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:58.1,1.exe,4296,RegQueryKey,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace,SUCCESS,"Query: HandleTags, HandleTags: 0x400"
47:58.1,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace,SUCCESS,
47:58.1,1.exe,4296,RegCreateKey,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace,SUCCESS,"Desired Access: Read/Write, Disposition: REG_OPENED_EXISTING_KEY"
47:58.1,1.exe,4296,RegSetInfoKey,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:58.1,1.exe,4296,RegQueryKey,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace,SUCCESS,"Query: HandleTags, HandleTags: 0x400"
47:58.1,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace,SUCCESS,
47:58.1,1.exe,4296,RegOpenKey,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace,SUCCESS,Desired Access: Read
47:58.1,1.exe,4296,RegSetInfoKey,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:58.2,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows Media\WMSDK\Namespace,SUCCESS,
47:57.8,1.exe,4296,RegOpenKey,HKCU\Software\Microsoft\Windows Media\WMSDK\Metering,NAME NOT FOUND,Desired Access: Read
47:57.8,1.exe,4296,RegOpenKey,HKCU\Software\Microsoft\Windows Media\WMSDK\Metering,NAME NOT FOUND,Desired Access: Read
47:58.1,1.exe,4296,RegSetValue,HKCU\Software\Microsoft\Windows Media\WMSDK\General\VolumeSerialNumber,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 2935435088"
47:58.1,1.exe,4296,RegSetValue,HKCU\Software\Microsoft\Windows Media\WMSDK\General\UniqueID,SUCCESS,"Type: REG_SZ, Length: 78, Data: {CBD786EE-D523-4B6B-B26D-BE7F5AD74376}"
47:58.1,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows Media\WMSDK\General\ThreadAffinityMask,NAME NOT FOUND,Length: 16
47:58.1,1.exe,4296,RegQueryValue,HKCU\Software\Microsoft\Windows Media\WMSDK\General\ThreadAffinityMask,NAME NOT FOUND,Length: 16
47:58.1,1.exe,4296,RegSetValue,HKCU\Software\Microsoft\Windows Media\WMSDK\General\ComputerName,SUCCESS,"Type: REG_SZ, Length: 32, Data: DESKTOP-SLTEQRK"
47:58.0,1.exe,4296,RegOpenKey,HKCU\Software\Microsoft\Windows Media\WMSDK\General,NAME NOT FOUND,Desired Access: Query Value
47:58.1,1.exe,4296,RegOpenKey,HKCU\Software\Microsoft\Windows Media\WMSDK\General,NAME NOT FOUND,Desired Access: Read
47:58.1,1.exe,4296,RegCreateKey,HKCU\Software\Microsoft\Windows Media\WMSDK\General,NAME NOT FOUND,Desired Access: Read/Write
47:58.1,1.exe,4296,RegCreateKey,HKCU\Software\Microsoft\Windows Media\WMSDK\General,SUCCESS,"Desired Access: Read/Write, Disposition: REG_CREATED_NEW_KEY"
47:58.1,1.exe,4296,RegQueryKey,HKCU\Software\Microsoft\Windows Media\WMSDK\General,SUCCESS,"Query: HandleTags, HandleTags: 0x400"
47:58.1,1.exe,4296,RegCloseKey,HKCU\Software\Microsoft\Windows Media\WMSDK\General,SUCCESS,
47:58.1,1.exe,4296,RegCreateKey,HKCU\Software\Microsoft\Windows Media\WMSDK\General,SUCCESS,"Desired Access: Read/Write, Disposition: REG_OPENED_EXISTING_KEY"
47:58.1,1.exe,4296,RegSetInfoKey,HKCU\Software\Microsoft\Windows Media\WMSDK\General,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
